Data,Period,Organisation unit,Value,Numerator,Denominator,Factor,Multiplier,Divisor
MAL - Malaria suspects tested with microscopy,March 2024,Lao PDR,4275,,,,,
MAL - Malaria suspects tested (RDT),April 2024,12 Khammouan,316,,,,,
MAL - Malaria suspects tested (RDT),July 2024,05 Bokeo,95,,,,,
MAL - Malaria suspects tested with microscopy,July 2024,14 Salavan,1314,,,,,
MAL - Malaria suspects tested (RDT),May 2024,18 Xaisomboun,77,,,,,
MAL - Malaria suspects tested with microscopy,May 2024,03 Louangnamtha,5,,,,,
MAL - Microscopy positive malaria cases,June 2024,12 Khammouan,6,,,,,
MAL - Microscopy positive malaria cases,June 2024,05 Bokeo,34,,,,,
MAL - Malaria suspects tested with microscopy,September 2024,02 Phongsali,63,,,,,
MAL - Malaria suspects tested (RDT),October 2024,05 Bokeo,44,,,,,
MAL - RDT positive malaria cases,October 2024,06 Louangphabang,9,,,,,
MAL - Malaria suspects tested (RDT),June 2024,15 Xekong,901,,,,,
MAL - RDT positive malaria cases,March 2024,16 Champasak,147,,,,,
MAL - Confirmed malaria cases,July 2024,17 Attapu,63,,,,,
MAL - Malaria suspects tested (RDT),October 2024,12 Khammouan,385,,,,,
MAL - RDT positive malaria cases,July 2024,14 Salavan,198,,,,,
MAL - Confirmed malaria cases,May 2024,07 Houaphan,36,,,,,
MAL - Malaria suspects tested (RDT),January 2024,13 Savannakhet,1261,,,,,
MAL - Microscopy positive malaria cases,March 2024,13 Savannakhet,24,,,,,
MAL - Malaria suspects tested with microscopy,February 2024,10 Vientiane,49,,,,,
MAL - RDT positive malaria cases,May 2024,03 Louangnamtha,4,,,,,
MAL - RDT positive malaria cases,September 2024,02 Phongsali,36,,,,,
MAL - Confirmed malaria cases,December 2024,02 Phongsali,37,,,,,
MAL - RDT positive malaria cases,August 2024,15 Xekong,133,,,,,
MAL - Malaria suspects tested with microscopy,July 2024,06 Louangphabang,313,,,,,
MAL - Malaria suspects tested (RDT),November 2024,14 Salavan,1256,,,,,
MAL - Microscopy positive malaria cases,March 2024,Lao PDR,166,,,,,
MAL - Malaria suspects tested with microscopy,March 2024,04 Oudomxai,23,,,,,
MAL - Confirmed malaria cases,March 2024,13 Savannakhet,144,,,,,
MAL - Confirmed malaria cases,October 2024,06 Louangphabang,9,,,,,
MAL - Malaria suspects tested with microscopy,October 2024,17 Attapu,419,,,,,
MAL - Malaria suspects tested with microscopy,February 2024,01 Vientiane Capital,3,,,,,
MAL - Malaria suspects tested (RDT),January 2024,04 Oudomxai,167,,,,,
MAL - Confirmed malaria cases,March 2024,16 Champasak,146,,,,,
MAL - Malaria suspects tested with microscopy,August 2024,15 Xekong,564,,,,,
MAL - Microscopy positive malaria cases,February 2024,10 Vientiane,6,,,,,
MAL - Malaria suspects tested (RDT),May 2024,06 Louangphabang,243,,,,,
MAL - Microscopy positive malaria cases,November 2024,15 Xekong,64,,,,,
MAL - RDT positive malaria cases,July 2024,06 Louangphabang,28,,,,,
MAL - Confirmed malaria cases,July 2024,14 Salavan,189,,,,,
MAL - RDT positive malaria cases,May 2024,07 Houaphan,33,,,,,
MAL - Malaria suspects tested with microscopy,December 2024,02 Phongsali,64,,,,,
MAL - Microscopy positive malaria cases,April 2024,18 Xaisomboun,3,,,,,
MAL - RDT positive malaria cases,March 2024,04 Oudomxai,0,,,,,
MAL - RDT positive malaria cases,March 2024,11 Bolikhamxai,14,,,,,
MAL - Malaria suspects tested (RDT),March 2024,07 Houaphan,160,,,,,
MAL - Confirmed malaria cases,May 2024,03 Louangnamtha,4,,,,,
MAL - Confirmed malaria cases,February 2024,01 Vientiane Capital,12,,,,,
MAL - Malaria suspects tested (RDT),May 2024,17 Attapu,874,,,,,
MAL - Malaria suspects tested with microscopy,March 2024,13 Savannakhet,594,,,,,
